gene_id	external_gene_name	description
Potri.001G034100	fucosyltransferase_1	fucosyltransferase_1
Potri.001G034200	ELCH-like	ELCH-like
Potri.001G034200	Ubiquitin-conjugating_enzyme/RWD-like_protein	Ubiquitin-conjugating_enzyme/RWD-like_protein
Potri.001G034300	global_transcription_factor_group_B1	global_transcription_factor_group_B1
Potri.001G034400	Nascent_polypeptide-associated_complex_(NAC),_alpha_subunit_family_protein	Nascent_polypeptide-associated_complex_(NAC),_alpha_subunit_family_protein
Potri.001G034500	Mitochondrial_transcription_termination_factor_family_protein	Mitochondrial_transcription_termination_factor_family_protein
Potri.001G034600	Mitochondrial_transcription_termination_factor_family_protein	Mitochondrial_transcription_termination_factor_family_protein
Potri.001G034700	Mitochondrial_transcription_termination_factor_family_protein	Mitochondrial_transcription_termination_factor_family_protein
Potri.001G034800	NA	NA
Potri.001G034900	Mitochondrial_transcription_termination_factor_family_protein	Mitochondrial_transcription_termination_factor_family_protein
Potri.001G035000	Mitochondrial_transcription_termination_factor_family_protein	Mitochondrial_transcription_termination_factor_family_protein
Potri.001G035100	NA	NA
Potri.001G035200	Mitochondrial_transcription_termination_factor_family_protein	Mitochondrial_transcription_termination_factor_family_protein
Potri.001G035300	Mitochondrial_transcription_termination_factor_family_protein	Mitochondrial_transcription_termination_factor_family_protein
Potri.001G035400	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.001G035500	F-box_and_associated_interaction_domains-containing_protein	F-box_and_associated_interaction_domains-containing_protein
Potri.001G035600	Mitochondrial_transcription_termination_factor_family_protein	Mitochondrial_transcription_termination_factor_family_protein
Potri.001G035700	SAC3/GANP/Nin1/mts3/eIF-3_p25_family	SAC3/GANP/Nin1/mts3/eIF-3_p25_family
Potri.001G035800	DnaJ_domain_;Myb-like_DNA-binding_domain	DnaJ_domain_;Myb-like_DNA-binding_domain
Potri.001G035900	Protein_kinase_protein_with_adenine_nucleotide_alpha_hydrolases-like_domain	Protein_kinase_protein_with_adenine_nucleotide_alpha_hydrolases-like_domain
Potri.001G036000	myb_domain_protein_33	myb_domain_protein_33
Potri.001G036000	myb_domain_protein_65	myb_domain_protein_65
Potri.001G036100	ARM_repeat_superfamily_protein	ARM_repeat_superfamily_protein
Potri.001G036200	NA	NA
Potri.001G036300	NA	NA
Potri.001G036400	zinc_ion_binding	zinc_ion_binding
Potri.001G036500	sulfotransferase_2A	sulfotransferase_2A
Potri.001G036600	sulfotransferase_2A	sulfotransferase_2A
Potri.001G036700	sulfotransferase_2A	sulfotransferase_2A
Potri.001G036800	SU(VAR)3-9_homolog_3	SU(VAR)3-9_homolog_3
Potri.001G036900	4-coumarate:CoA_ligase_2	4-coumarate:CoA_ligase_2
Potri.001G037000	XS_domain-containing_protein_/_XS_zinc_finger_domain-containing_protein-related	XS_domain-containing_protein_/_XS_zinc_finger_domain-containing_protein-related
Potri.001G037100	XS_domain-containing_protein_/_XS_zinc_finger_domain-containing_protein-related	XS_domain-containing_protein_/_XS_zinc_finger_domain-containing_protein-related
Potri.001G037200	RING/U-box_superfamily_protein	RING/U-box_superfamily_protein
Potri.001G037300	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.001G037400	NA	NA
Potri.001G037500	NA	NA
Potri.001G037600	NA	NA
Potri.001G037700	Galactose_mutarotase-like_superfamily_protein	Galactose_mutarotase-like_superfamily_protein
Potri.001G037800	FASCICLIN-like_arabinogalactan_protein_14_precursor	FASCICLIN-like_arabinogalactan_protein_14_precursor
Potri.001G037900	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.001G038000	Rad23_UV_excision_repair_protein_family	Rad23_UV_excision_repair_protein_family
Potri.001G038100	Serinc-domain_containing_serine_and_sphingolipid_biosynthesis_protein	Serinc-domain_containing_serine_and_sphingolipid_biosynthesis_protein
Potri.001G038200	NA	NA
Potri.001G038300	Wall-associated_kinase_family_protein	Wall-associated_kinase_family_protein
Potri.001G038400	NA	NA
Potri.001G038500	Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein	Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein
Potri.001G038600	wall_associated_kinase-like_6	wall_associated_kinase-like_6
Potri.001G038700	Wall-associated_kinase_family_protein	Wall-associated_kinase_family_protein
Potri.001G038800	NA	NA
Potri.001G038900	NA	NA
Potri.001G039000	Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein	Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein
Potri.001G039100	Wall-associated_kinase_family_protein	Wall-associated_kinase_family_protein
Potri.001G039200	Wall-associated_kinase_family_protein	Wall-associated_kinase_family_protein
Potri.001G039300	Wall-associated_kinase_family_protein	Wall-associated_kinase_family_protein
Potri.001G039400	wall_associated_kinase-like_2	wall_associated_kinase-like_2
Potri.001G039500	Wall-associated_kinase_family_protein	Wall-associated_kinase_family_protein
Potri.001G039600	NA	NA
Potri.001G039700	NA	NA
Potri.001G039800	Wall-associated_kinase_family_protein	Wall-associated_kinase_family_protein
Potri.001G039900	wall_associated_kinase-like_2	wall_associated_kinase-like_2
Potri.001G040000	Wall-associated_kinase_family_protein	Wall-associated_kinase_family_protein
Potri.001G040100	NA	NA
Potri.001G040200	metallothionein_2A	metallothionein_2A
Potri.001G040300	NA	NA
Potri.001G040400	Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein	Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein
Potri.001G040500	wall_associated_kinase-like_2	wall_associated_kinase-like_2
Potri.001G040600	Wall-associated_kinase_family_protein	Wall-associated_kinase_family_protein
Potri.001G040700	NA	NA
Potri.001G040800	wall_associated_kinase-like_4	wall_associated_kinase-like_4
Potri.001G040900	Wall-associated_kinase_family_protein	Wall-associated_kinase_family_protein
Potri.001G041000	Wall-associated_kinase_family_protein	Wall-associated_kinase_family_protein
Potri.001G041100	Wall-associated_kinase_family_protein	Wall-associated_kinase_family_protein
Potri.001G041200	NA	NA
Potri.001G041300	metallothionein_2A	metallothionein_2A
Potri.001G041400	tubby_like_protein_8	tubby_like_protein_8
Potri.001G041500	ARIA-interacting_double_AP2_domain_protein	ARIA-interacting_double_AP2_domain_protein
Potri.001G041600	Major_facilitator_superfamily_protein	Major_facilitator_superfamily_protein
Potri.001G041700	Eukaryotic_aspartyl_protease_family_protein	Eukaryotic_aspartyl_protease_family_protein
Potri.001G041800	NA	NA
Potri.001G041900	NA	NA
Potri.001G042000	zinc_ion_binding	zinc_ion_binding
Potri.001G042100	NA	NA
Potri.001G042200	NA	NA
Potri.001G042300	mitogen-activated_protein_kinase_kinase_kinase_20	mitogen-activated_protein_kinase_kinase_kinase_20
Potri.001G042400	mitogen-activated_protein_kinase_kinase_kinase_19	mitogen-activated_protein_kinase_kinase_kinase_19
Potri.001G042500	Leucine-rich_receptor-like_protein_kinase_family_protein	Leucine-rich_receptor-like_protein_kinase_family_protein
Potri.001G042600	heat_shock_protein_70	heat_shock_protein_70
Potri.001G042700	heat_shock_protein_70B	heat_shock_protein_70B
Potri.001G042800	NA	NA
Potri.001G042900	hydroxycinnamoyl-CoA_shikimate/quinate_hydroxycinnamoyl_transferase	hydroxycinnamoyl-CoA_shikimate/quinate_hydroxycinnamoyl_transferase
Potri.001G043000	Protein_phosphatase_2C_family_protein	Protein_phosphatase_2C_family_protein
Potri.001G043100	Chaperone_DnaJ-domain_superfamily_protein	Chaperone_DnaJ-domain_superfamily_protein
Potri.001G043200	magnesium_transporter_2	magnesium_transporter_2
Potri.001G043300	NA	NA
Potri.001G043400	SNARE-like_superfamily_protein	SNARE-like_superfamily_protein
Potri.001G043500	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.001G043600	early_nodulin-like_protein_17	early_nodulin-like_protein_17
Potri.001G043700	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.001G043800	disease_resistance_family_protein_/_LRR_family_protein	disease_resistance_family_protein_/_LRR_family_protein
Potri.001G043900	cyclic_nucleotide_gated_channel__8	cyclic_nucleotide_gated_channel__8
Potri.001G044000	Low__PSII_Accumulation_3	Low__PSII_Accumulation_3
Potri.001G044100	Acyl-CoA_N-acyltransferases_(NAT)_superfamily_protein	Acyl-CoA_N-acyltransferases_(NAT)_superfamily_protein
Potri.001G044200	phospholipid_N-methyltransferase	phospholipid_N-methyltransferase
Potri.001G044300	NDH-dependent_cyclic_electron_flow_1	NDH-dependent_cyclic_electron_flow_1
Potri.001G044400	DNA_glycosylase_superfamily_protein	DNA_glycosylase_superfamily_protein
Potri.001G044500	WRKY_DNA-binding_protein_40	WRKY_DNA-binding_protein_40
Potri.001G044600	NA	NA
Potri.001G044700	MITOCHONDRIAL__FERREDOXIN_2	MITOCHONDRIAL__FERREDOXIN_2
Potri.001G044800	low-molecular-weight_cysteine-rich_22	low-molecular-weight_cysteine-rich_22
Potri.001G044900	NRAMP_metal_ion_transporter_6	NRAMP_metal_ion_transporter_6
Potri.001G045000	cinnamoyl_coa_reductase_1	cinnamoyl_coa_reductase_1
Potri.001G045100	cinnamoyl_coa_reductase_1	cinnamoyl_coa_reductase_1
Potri.001G045200	high_affinity_K+_transporter_5	high_affinity_K+_transporter_5
Potri.001G045300	cinnamoyl_coa_reductase_1	cinnamoyl_coa_reductase_1
Potri.001G045400	cinnamoyl_coa_reductase_1	cinnamoyl_coa_reductase_1
Potri.001G045500	cinnamoyl_coa_reductase_1	cinnamoyl_coa_reductase_1
Potri.001G045600	cinnamoyl_coa_reductase_1	cinnamoyl_coa_reductase_1
Potri.001G045700	cinnamoyl_coa_reductase_1	cinnamoyl_coa_reductase_1
Potri.001G045800	cinnamoyl_coa_reductase_1	cinnamoyl_coa_reductase_1
Potri.001G045900	cinnamoyl_coa_reductase_1	cinnamoyl_coa_reductase_1
Potri.001G046000	Plant_protein_of_unknown_function_(DUF247)	Plant_protein_of_unknown_function_(DUF247)
Potri.001G046100	cinnamoyl_coa_reductase_1	cinnamoyl_coa_reductase_1
Potri.001G046200	NA	NA
Potri.001G046300	NA	NA
Potri.001G046400	cinnamoyl_coa_reductase	cinnamoyl_coa_reductase
Potri.001G046400	cinnamoyl_coa_reductase_1	cinnamoyl_coa_reductase_1
Potri.001G046500	NA	NA
Potri.001G046600	Ribosomal_protein_L7Ae/L30e/S12e/Gadd45_family_protein	Ribosomal_protein_L7Ae/L30e/S12e/Gadd45_family_protein
Potri.001G046700	Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein	Polynucleotidyl_transferase,_ribonuclease_H-like_superfamily_protein
Potri.001G046800	NOD26-like_intrinsic_protein_6;1	NOD26-like_intrinsic_protein_6;1
Potri.001G046900	NA	NA
Potri.001G047000	NA	NA
Potri.001G047100	golgi_snare_11	golgi_snare_11
Potri.001G047200	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.001G047300	NA	NA
Potri.001G047400	Ribosomal_protein_L30/L7_family_protein	Ribosomal_protein_L30/L7_family_protein
Potri.001G047500	C2H2_and_C2HC_zinc_fingers_superfamily_protein	C2H2_and_C2HC_zinc_fingers_superfamily_protein
Potri.001G047600	Mitochondrial_glycoprotein_family_protein	Mitochondrial_glycoprotein_family_protein
Potri.001G047700	NA	NA
Potri.001G047800	PPPDE_putative_thiol_peptidase_family_protein	PPPDE_putative_thiol_peptidase_family_protein
Potri.001G047900	Domain_of_unknown_function_(DUF298)	Domain_of_unknown_function_(DUF298)
Potri.001G048000	SUPPRESSOR_OF_AUXIN_RESISTANCE_3	SUPPRESSOR_OF_AUXIN_RESISTANCE_3
Potri.001G048100	Transducin/WD40_repeat-like_superfamily_protein	Transducin/WD40_repeat-like_superfamily_protein
Potri.001G048200	Integrase-type_DNA-binding_superfamily_protein	Integrase-type_DNA-binding_superfamily_protein
Potri.001G048300	H(+)-ATPase_9	H(+)-ATPase_9
Potri.001G048400	NA	NA
Potri.001G048500	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.001G048600	NA	NA
Potri.001G048700	pleiotropic_drug_resistance_12	pleiotropic_drug_resistance_12
Potri.001G048800	pleiotropic_drug_resistance_12	pleiotropic_drug_resistance_12
Potri.001G048900	pleiotropic_drug_resistance_12	pleiotropic_drug_resistance_12
Potri.001G049000	pleiotropic_drug_resistance_12	pleiotropic_drug_resistance_12
Potri.001G049100	camelliol_C_synthase_1	camelliol_C_synthase_1
Potri.001G049200	Terpenoid_cyclases_family_protein	Terpenoid_cyclases_family_protein
Potri.001G049200	camelliol_C_synthase_1	camelliol_C_synthase_1
Potri.001G049300	proteolysis_1	proteolysis_1
Potri.001G049400	LEUNIG_homolog	LEUNIG_homolog
Potri.001G049500	NA	NA
Potri.001G049600	NA	NA
Potri.001G049700	CLAVATA3/ESR-RELATED_44	CLAVATA3/ESR-RELATED_44
Potri.001G049800	putative_type_1_membrane_protein	putative_type_1_membrane_protein
Potri.001G049900	plastid_transcriptionally_active_5	plastid_transcriptionally_active_5
Potri.001G050000	glutathione-disulfide_reductase	glutathione-disulfide_reductase
Potri.001G050100	phloem_protein_2-B1	phloem_protein_2-B1
Potri.001G050100	phloem_protein_2-B10	phloem_protein_2-B10
Potri.001G050200	cellulose_synthase-like_D1	cellulose_synthase-like_D1
Potri.001G050300	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein	P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein
Potri.001G050400	vesicle-associated_membrane_protein_726	vesicle-associated_membrane_protein_726
Potri.001G050500	NA	NA
Potri.001G050600	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein	Tetratricopeptide_repeat_(TPR)-like_superfamily_protein
Potri.001G050700	Protein_kinase_superfamily_protein	Protein_kinase_superfamily_protein
Potri.001G050800	response_regulator_24	response_regulator_24
Potri.001G050900	response_regulator_22	response_regulator_22
Potri.001G051000	response_regulator_24	response_regulator_24
Potri.001G051100	NA	NA
Potri.001G051200	FAD/NAD(P)-binding_oxidoreductase_family_protein	FAD/NAD(P)-binding_oxidoreductase_family_protein
Potri.001G051300	NA	NA
Potri.001G051400	Ankyrin_repeat_family_protein	Ankyrin_repeat_family_protein
Potri.001G051500	Chalcone_and_stilbene_synthase_family_protein	Chalcone_and_stilbene_synthase_family_protein
Potri.001G051600	Chalcone_and_stilbene_synthase_family_protein	Chalcone_and_stilbene_synthase_family_protein
Potri.001G051700	dehydratase_family	dehydratase_family
Potri.001G051800	peroxisomal_3-ketoacyl-CoA_thiolase_3	peroxisomal_3-ketoacyl-CoA_thiolase_3
Potri.001G051900	peroxisomal_3-ketoacyl-CoA_thiolase_3	peroxisomal_3-ketoacyl-CoA_thiolase_3
Potri.001G052000	PB1_domain-containing_protein_tyrosine_kinase	PB1_domain-containing_protein_tyrosine_kinase
Potri.001G052100	potassium_channel_beta_subunit_1	potassium_channel_beta_subunit_1
Potri.001G052200	purple_acid_phosphatase_23	purple_acid_phosphatase_23
Potri.001G052300	Pectin_lyase-like_superfamily_protein	Pectin_lyase-like_superfamily_protein
Potri.001G052400	Inosine_triphosphate_pyrophosphatase_family_protein	Inosine_triphosphate_pyrophosphatase_family_protein
Potri.001G052500	Leucine-rich_repeat_receptor-like_protein_kinase_family_protein	Leucine-rich_repeat_receptor-like_protein_kinase_family_protein
Potri.001G052600	NA	NA
Potri.001G052700	NA	NA
Potri.001G052800	NA	NA
Potri.001G052900	NA	NA
Potri.001G053000	NA	NA
Potri.001G053100	Plant_self-incompatibility_protein_S1_family	Plant_self-incompatibility_protein_S1_family
Potri.001G053200	Plant_self-incompatibility_protein_S1_family	Plant_self-incompatibility_protein_S1_family
Potri.001G053300	Plant_self-incompatibility_protein_S1_family	Plant_self-incompatibility_protein_S1_family
Potri.001G053400	Leucine-rich_repeat_receptor-like_protein_kinase_family_protein	Leucine-rich_repeat_receptor-like_protein_kinase_family_protein
Potri.001G053500	GATA_transcription_factor_1	GATA_transcription_factor_1
Potri.001G053600	Uncharacterized_protein_family_(UPF0016)	Uncharacterized_protein_family_(UPF0016)
Potri.001G053700	NA	NA
Potri.001G053800	Core-2/I-branching_beta-1,6-N-acetylglucosaminyltransferase_family_protein	Core-2/I-branching_beta-1,6-N-acetylglucosaminyltransferase_family_protein
Potri.001G053900	hydroxyethylthiazole_kinase_family_protein	hydroxyethylthiazole_kinase_family_protein
Potri.001G054000	Disease_resistance-responsive_(dirigent-like_protein)_family_protein	Disease_resistance-responsive_(dirigent-like_protein)_family_protein
Potri.001G054100	Disease_resistance-responsive_(dirigent-like_protein)_family_protein	Disease_resistance-responsive_(dirigent-like_protein)_family_protein
Potri.001G054200	NA	NA
Potri.001G054300	NA	NA
Potri.001G054400	heat_shock_protein_60	heat_shock_protein_60
Potri.001G054500	GRIM-19_protein	GRIM-19_protein
Potri.001G054600	laccase_17	laccase_17
Potri.001G054700	SCP1-like_small_phosphatase_5	SCP1-like_small_phosphatase_5
Potri.001G054800	cytochrome_P450,_family_78,_subfamily_A,_polypeptide_10	cytochrome_P450,_family_78,_subfamily_A,_polypeptide_10
Potri.001G054900	translocase_outer_membrane_20-2	translocase_outer_membrane_20-2
Potri.001G055000	nuclear_factor_Y,_subunit_C13	nuclear_factor_Y,_subunit_C13
Potri.001G055100	microtubule-associated_protein_65-8	microtubule-associated_protein_65-8
Potri.001G055200	DNA-binding_HORMA_family_protein	DNA-binding_HORMA_family_protein
Potri.001G055300	Rubber_elongation_factor_protein_(REF)	Rubber_elongation_factor_protein_(REF)
Potri.001G055400	NA	NA
Potri.001G055500	response_regulator_22	response_regulator_22
Potri.001G055600	response_regulator_24	response_regulator_24
Potri.001G055700	acyl-CoA_synthetase_5	acyl-CoA_synthetase_5
Potri.001G055800	NA	NA
Potri.001G055900	squamosa_promoter_binding_protein-like_2	squamosa_promoter_binding_protein-like_2
Potri.001G056000	Ran_BP2/NZF_zinc_finger-like_superfamily_protein	Ran_BP2/NZF_zinc_finger-like_superfamily_protein
Potri.001G056100	evolutionarily_conserved_C-terminal_region_5	evolutionarily_conserved_C-terminal_region_5
Potri.001G056200	glycosylphosphatidylinositol-anchored_lipid_protein_transfer_1	glycosylphosphatidylinositol-anchored_lipid_protein_transfer_1
Potri.001G056300	Protein_of_unknown_function_(DUF579)	Protein_of_unknown_function_(DUF579)
Potri.001G056400	Pyridoxal_phosphate_(PLP)-dependent_transferases_superfamily_protein	Pyridoxal_phosphate_(PLP)-dependent_transferases_superfamily_protein
Potri.001G056500	NA	NA
Potri.001G056600	chaperone_protein_dnaJ-related	chaperone_protein_dnaJ-related
Potri.001G056700	photosystem_I_light_harvesting_complex_gene_2	photosystem_I_light_harvesting_complex_gene_2
Potri.001G056800	HCP-like_superfamily_protein_with_MYND-type_zinc_finger	HCP-like_superfamily_protein_with_MYND-type_zinc_finger
